4.858441895245819708e-01 -5.445587421077910939e-01 0.000000000000000000e+00
2.796547710104080320e-01 1.514818264985998919e+00 1.000000000000000000e+00
1.359725824990770660e-01 -1.715464945318740053e+00 0.000000000000000000e+00
-1.183066417027620831e+00 1.860887421747489334e+00 0.000000000000000000e+00
1.091519295266751621e+00 1.287149989651804605e+00 1.000000000000000000e+00
6.263254874661426941e-01 9.052508661462019823e-01 1.000000000000000000e+00
-9.337426204418877718e-02 -1.231563080438840663e+00 1.000000000000000000e+00
3.855398421227916872e-01 2.351272838633886031e-01 1.000000000000000000e+00
1.869335536769881845e+00 7.799836237106000381e-01 1.000000000000000000e+00
6.760641148891813890e-01 1.122791749922316784e+00 1.000000000000000000e+00
9.231153936539636673e-01 -8.969512382844734288e-01 0.000000000000000000e+00
3.914427539958775099e-02 1.179440774256855340e+00 1.000000000000000000e+00
4.150395503708027845e-02 -2.632106138090333780e-01 0.000000000000000000e+00
-4.124949313653817895e-01 1.528678891924939220e+00 0.000000000000000000e+00
-6.382170775822073594e-01 1.876596620749171329e+00 0.000000000000000000e+00
2.197421099408117140e+00 9.475669763128280465e-02 1.000000000000000000e+00
2.752472720923170857e-01 -2.519817541701237507e-01 0.000000000000000000e+00
2.422952629452072237e+00 8.275614232329023823e-01 1.000000000000000000e+00
-2.568084214937059739e-01 -4.298614040211982124e-01 1.000000000000000000e+00
5.378133847939156054e-01 -9.742273954062970198e-02 0.000000000000000000e+00
1.010577388839939417e+00 -1.042256708740445736e+00 0.000000000000000000e+00
-1.277015764674549247e+00 1.578864398756841370e+00 0.000000000000000000e+00
7.779649422991404828e-01 -8.263828024065270617e-01 0.000000000000000000e+00
6.257867266874475032e-01 2.160161902975854878e-02 1.000000000000000000e+00
1.090108158689788054e+00 6.639413604246344747e-01 1.000000000000000000e+00
-1.475924801293669875e+00 -3.219168447307131919e-01 1.000000000000000000e+00
-1.434817891499157838e+00 1.995925411261923577e+00 0.000000000000000000e+00
-7.245429336446213009e-01 -1.403769360289030432e+00 1.000000000000000000e+00
1.203166401039895472e+00 4.741672426713633426e-01 1.000000000000000000e+00
1.440609438309555790e+00 4.314246590101767920e-01 1.000000000000000000e+00
-1.596488862192094516e+00 -7.018735616615189299e-01 1.000000000000000000e+00
-9.554928476007593652e-01 -1.667941042885438874e+00 1.000000000000000000e+00
-6.900182917350016210e-01 1.287783078106395029e+00 0.000000000000000000e+00
1.831825546037749941e+00 -1.182687862033314774e+00 0.000000000000000000e+00
-7.008529543079022872e-01 1.544459142652860884e-01 0.000000000000000000e+00
6.628546993404895726e-01 -7.860794759846993773e-02 0.000000000000000000e+00
4.207402009278395916e-01 -4.277843842668805907e-01 0.000000000000000000e+00
-1.213830245517732109e+00 1.771833869124270489e-01 0.000000000000000000e+00
4.951859023332569887e-01 -2.962098401988832452e-01 0.000000000000000000e+00
1.121127779750692222e+00 2.440734767890810342e-01 1.000000000000000000e+00
2.383879636870128993e-01 9.554065874674609882e-01 1.000000000000000000e+00
-2.982012884577905920e-01 5.133796570451637509e-01 0.000000000000000000e+00
9.915512798977357267e-01 -5.464350660496643253e-02 0.000000000000000000e+00
-3.637156664878024581e-01 -8.619192022699364575e-01 1.000000000000000000e+00
1.181675192237560568e+00 6.013132134803010898e-01 1.000000000000000000e+00
2.163874093130522258e+00 -7.021240385791124305e-01 0.000000000000000000e+00
3.510742473502677097e-01 2.412968066242199838e-01 1.000000000000000000e+00
-2.069213530136257972e+00 5.312996469958691792e-01 0.000000000000000000e+00
-5.109941577287424597e-01 -5.555130284460483431e-02 1.000000000000000000e+00
2.459922917384463059e-01 1.421110690441467872e+00 1.000000000000000000e+00
-1.535359741538605827e-01 -4.003053394327650283e-01 1.000000000000000000e+00
1.101506716829857464e-02 -1.385913509565594337e+00 0.000000000000000000e+00
4.492743414129216073e-01 -6.312560169879661842e-01 0.000000000000000000e+00
7.414846042861567010e-01 -6.366001039421614882e-01 0.000000000000000000e+00
9.574205311279747610e-01 -5.089428004447321685e-01 0.000000000000000000e+00
1.139504377870186325e+00 -1.167455940252953406e+00 0.000000000000000000e+00
2.383720098449643721e-01 -7.909517036537089263e-02 0.000000000000000000e+00
-4.841409488057760863e-02 -3.713223486883818203e-02 1.000000000000000000e+00
1.714616340539818762e-01 -1.266016151118131594e+00 0.000000000000000000e+00
